station_number,station_name,year,expected_hours,present_hours,coverage_fraction,hourly_weather_qc_status,source
730302,Cold Suburban Climate Station 6 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
730303,Cold Suburban Climate Station 7 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
730304,Cold Suburban Climate Station 1 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
730305,Cold Suburban Climate Station 2 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
730306,Cold Suburban Climate Station 3 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
730307,Cold Suburban Climate Station 4 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
730308,Cold Suburban Climate Station 5 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
730309,Cold Suburban Climate Station 6 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
730310,Cold Suburban Climate Station 7 (demo),2023,8760,8672,0.99,COMPLETE,fixture
730311,Cold Suburban Climate Station 1 (demo),2023,8760,8672,0.99,COMPLETE,fixture
730312,Cold Suburban Climate Station 2 (demo),2023,8760,8497,0.97,COMPLETE,fixture
730313,Cold Suburban Climate Station 3 (demo),2023,8760,8497,0.97,COMPLETE,fixture
730314,Cold Suburban Climate Station 4 (demo),2023,8760,8322,0.95,COMPLETE,fixture
730315,Cold Suburban Climate Station 5 (demo),2023,8760,8322,0.95,COMPLETE,fixture
730316,Cold Suburban Climate Station 6 (demo),2023,8760,8147,0.93,COMPLETE,fixture
730317,Cold Suburban Climate Station 7 (demo),2023,8760,8147,0.93,COMPLETE,fixture
730318,Cold Suburban Climate Station 1 (demo),2023,8760,7972,0.91,COMPLETE,fixture
730319,Cold Suburban Climate Station 2 (demo),2023,8760,7972,0.91,COMPLETE,fixture
730320,Cold Suburban Climate Station 3 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
730321,Cold Suburban Climate Station 4 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
730322,Cold Suburban Climate Station 5 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
730323,Cold Suburban Climate Station 6 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
730324,Cold Suburban Climate Station 7 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
730325,Cold Suburban Climate Station 1 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
730326,Cold Suburban Climate Station 2 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
730327,Cold Suburban Climate Station 3 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
730328,Cold Suburban Climate Station 4 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
730329,Cold Suburban Climate Station 5 (demo),2023,8760,8760,1.0,COMPLETE,fixture
730330,Cold Suburban Climate Station 6 (demo),2023,8760,8760,1.0,COMPLETE,fixture
730331,Cold Suburban Climate Station 7 (demo),2023,8760,8585,0.98,COMPLETE,fixture
730332,Cold Suburban Climate Station 1 (demo),2023,8760,8585,0.98,COMPLETE,fixture
730333,Cold Suburban Climate Station 2 (demo),2023,8760,8410,0.96,COMPLETE,fixture
730334,Cold Suburban Climate Station 3 (demo),2023,8760,8410,0.96,COMPLETE,fixture
730335,Cold Suburban Climate Station 4 (demo),2023,8760,8234,0.94,COMPLETE,fixture
730336,Cold Suburban Climate Station 5 (demo),2023,8760,8234,0.94,COMPLETE,fixture
730337,Cold Suburban Climate Station 6 (demo),2023,8760,8059,0.92,COMPLETE,fixture
730338,Cold Suburban Climate Station 7 (demo),2023,8760,8059,0.92,COMPLETE,fixture
730339,Cold Suburban Climate Station 1 (demo),2023,8760,7884,0.9,COMPLETE,fixture
730340,Cold Suburban Climate Station 2 (demo),2023,8760,7884,0.9,COMPLETE,fixture
730341,Cold Suburban Climate Station 3 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
730342,Cold Suburban Climate Station 4 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
730343,Cold Suburban Climate Station 5 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
730344,Cold Suburban Climate Station 6 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
730345,Cold Suburban Climate Station 7 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
730346,Cold Suburban Climate Station 1 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
730347,Cold Suburban Climate Station 2 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
730348,Cold Suburban Climate Station 3 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
730349,Cold Suburban Climate Station 4 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
730350,Cold Suburban Climate Station 5 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
730351,Cold Suburban Climate Station 6 (demo),2023,8760,8672,0.99,COMPLETE,fixture
730352,Cold Suburban Climate Station 7 (demo),2023,8760,8672,0.99,COMPLETE,fixture
730353,Cold Suburban Climate Station 1 (demo),2023,8760,8497,0.97,COMPLETE,fixture
730354,Cold Suburban Climate Station 2 (demo),2023,8760,8497,0.97,COMPLETE,fixture
730355,Cold Suburban Climate Station 3 (demo),2023,8760,8322,0.95,COMPLETE,fixture
730356,Cold Suburban Climate Station 4 (demo),2023,8760,8322,0.95,COMPLETE,fixture
730357,Cold Suburban Climate Station 5 (demo),2023,8760,8147,0.93,COMPLETE,fixture
730358,Cold Suburban Climate Station 6 (demo),2023,8760,8147,0.93,COMPLETE,fixture
730359,Cold Suburban Climate Station 7 (demo),2023,8760,7972,0.91,COMPLETE,fixture
730360,Cold Suburban Climate Station 1 (demo),2023,8760,7972,0.91,COMPLETE,fixture
730361,Cold Suburban Climate Station 2 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
730362,Cold Suburban Climate Station 3 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
730363,Cold Suburban Climate Station 4 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
730364,Cold Suburban Climate Station 5 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
730365,Cold Suburban Climate Station 6 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
730366,Cold Suburban Climate Station 7 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
730367,Cold Suburban Climate Station 1 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
730368,Cold Suburban Climate Station 2 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
730369,Cold Suburban Climate Station 3 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
730370,Cold Suburban Climate Station 4 (demo),2023,8760,8760,1.0,COMPLETE,fixture
730371,Cold Suburban Climate Station 5 (demo),2023,8760,8760,1.0,COMPLETE,fixture
730372,Cold Suburban Climate Station 6 (demo),2023,8760,8585,0.98,COMPLETE,fixture
730373,Cold Suburban Climate Station 7 (demo),2023,8760,8585,0.98,COMPLETE,fixture
730374,Cold Suburban Climate Station 1 (demo),2023,8760,8410,0.96,COMPLETE,fixture
730375,Cold Suburban Climate Station 2 (demo),2023,8760,8410,0.96,COMPLETE,fixture
730376,Cold Suburban Climate Station 3 (demo),2023,8760,8234,0.94,COMPLETE,fixture
730377,Cold Suburban Climate Station 4 (demo),2023,8760,8234,0.94,COMPLETE,fixture
730378,Cold Suburban Climate Station 5 (demo),2023,8760,8059,0.92,COMPLETE,fixture
730379,Cold Suburban Climate Station 6 (demo),2023,8760,8059,0.92,COMPLETE,fixture
730380,Cold Suburban Climate Station 7 (demo),2023,8760,7884,0.9,COMPLETE,fixture
730381,Cold Suburban Climate Station 1 (demo),2023,8760,7884,0.9,COMPLETE,fixture
730382,Cold Suburban Climate Station 2 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
730383,Cold Suburban Climate Station 3 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
730384,Cold Suburban Climate Station 4 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
730385,Cold Suburban Climate Station 5 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
730386,Cold Suburban Climate Station 6 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
730387,Cold Suburban Climate Station 7 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
730388,Cold Suburban Climate Station 1 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
730389,Cold Suburban Climate Station 2 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
730390,Cold Suburban Climate Station 3 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
730391,Cold Suburban Climate Station 4 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
730392,Cold Suburban Climate Station 5 (demo),2023,8760,8672,0.99,COMPLETE,fixture
730393,Cold Suburban Climate Station 6 (demo),2023,8760,8672,0.99,COMPLETE,fixture
730394,Cold Suburban Climate Station 7 (demo),2023,8760,8497,0.97,COMPLETE,fixture
730395,Cold Suburban Climate Station 1 (demo),2023,8760,8497,0.97,COMPLETE,fixture
730396,Cold Suburban Climate Station 2 (demo),2023,8760,8322,0.95,COMPLETE,fixture
730397,Cold Suburban Climate Station 3 (demo),2023,8760,8322,0.95,COMPLETE,fixture
730398,Cold Suburban Climate Station 4 (demo),2023,8760,8147,0.93,COMPLETE,fixture
730399,Cold Suburban Climate Station 5 (demo),2023,8760,8147,0.93,COMPLETE,fixture
730400,Cold Suburban Climate Station 6 (demo),2023,8760,7972,0.91,COMPLETE,fixture
730401,Cold Suburban Climate Station 7 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
730402,Cold Suburban Climate Station 1 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
730403,Cold Suburban Climate Station 2 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
730404,Cold Suburban Climate Station 3 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
730405,Cold Suburban Climate Station 4 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
730406,Cold Suburban Climate Station 5 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
730407,Cold Suburban Climate Station 6 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
730408,Cold Suburban Climate Station 7 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
730409,Cold Suburban Climate Station 1 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
730410,Cold Suburban Climate Station 2 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
730411,Cold Suburban Climate Station 3 (demo),2023,8760,8760,1.0,COMPLETE,fixture
730412,Cold Suburban Climate Station 4 (demo),2023,8760,8760,1.0,COMPLETE,fixture
730413,Cold Suburban Climate Station 5 (demo),2023,8760,8585,0.98,COMPLETE,fixture
730414,Cold Suburban Climate Station 6 (demo),2023,8760,8585,0.98,COMPLETE,fixture
730415,Cold Suburban Climate Station 7 (demo),2023,8760,8410,0.96,COMPLETE,fixture
730416,Cold Suburban Climate Station 1 (demo),2023,8760,8410,0.96,COMPLETE,fixture
730417,Cold Suburban Climate Station 2 (demo),2023,8760,8234,0.94,COMPLETE,fixture
730418,Cold Suburban Climate Station 3 (demo),2023,8760,8234,0.94,COMPLETE,fixture
730419,Cold Suburban Climate Station 4 (demo),2023,8760,8059,0.92,COMPLETE,fixture
730420,Cold Suburban Climate Station 5 (demo),2023,8760,8059,0.92,COMPLETE,fixture
730421,Cold Suburban Climate Station 6 (demo),2023,8760,7884,0.9,COMPLETE,fixture
730422,Cold Suburban Climate Station 7 (demo),2023,8760,7884,0.9,COMPLETE,fixture
730423,Cold Suburban Climate Station 1 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
730424,Cold Suburban Climate Station 2 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
730425,Cold Suburban Climate Station 3 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
730426,Cold Suburban Climate Station 4 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
730427,Cold Suburban Climate Station 5 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
730428,Cold Suburban Climate Station 6 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
730429,Cold Suburban Climate Station 7 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
730430,Cold Suburban Climate Station 1 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
730431,Cold Suburban Climate Station 2 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
730432,Cold Suburban Climate Station 3 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
730433,Cold Suburban Climate Station 4 (demo),2023,8760,8672,0.99,COMPLETE,fixture
730434,Cold Suburban Climate Station 5 (demo),2023,8760,8672,0.99,COMPLETE,fixture
730435,Cold Suburban Climate Station 6 (demo),2023,8760,8497,0.97,COMPLETE,fixture
730436,Cold Suburban Climate Station 7 (demo),2023,8760,8322,0.95,COMPLETE,fixture
730437,Cold Suburban Climate Station 1 (demo),2023,8760,8322,0.95,COMPLETE,fixture
730438,Cold Suburban Climate Station 2 (demo),2023,8760,8147,0.93,COMPLETE,fixture
730439,Cold Suburban Climate Station 3 (demo),2023,8760,8147,0.93,COMPLETE,fixture
730440,Cold Suburban Climate Station 4 (demo),2023,8760,7972,0.91,COMPLETE,fixture
730441,Cold Suburban Climate Station 5 (demo),2023,8760,7972,0.91,COMPLETE,fixture
730442,Cold Suburban Climate Station 6 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
730443,Cold Suburban Climate Station 7 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
730444,Cold Rural Climate Station 1 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
730445,Cold Rural Climate Station 2 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
730446,Cold Rural Climate Station 3 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
730447,Cold Rural Climate Station 4 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
730448,Cold Rural Climate Station 5 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
730449,Cold Rural Climate Station 6 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
730450,Cold Rural Climate Station 7 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
730451,Cold Rural Climate Station 1 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
730452,Cold Rural Climate Station 2 (demo),2023,8760,8760,1.0,COMPLETE,fixture
730453,Cold Rural Climate Station 3 (demo),2023,8760,8760,1.0,COMPLETE,fixture
730454,Cold Rural Climate Station 4 (demo),2023,8760,8585,0.98,COMPLETE,fixture
730455,Cold Rural Climate Station 5 (demo),2023,8760,8585,0.98,COMPLETE,fixture
730456,Cold Rural Climate Station 6 (demo),2023,8760,8410,0.96,COMPLETE,fixture
730457,Cold Rural Climate Station 7 (demo),2023,8760,8410,0.96,COMPLETE,fixture
730458,Cold Rural Climate Station 1 (demo),2023,8760,8234,0.94,COMPLETE,fixture
730459,Cold Rural Climate Station 2 (demo),2023,8760,8234,0.94,COMPLETE,fixture
730460,Cold Rural Climate Station 3 (demo),2023,8760,8059,0.92,COMPLETE,fixture
730461,Cold Rural Climate Station 4 (demo),2023,8760,8059,0.92,COMPLETE,fixture
730462,Cold Rural Climate Station 5 (demo),2023,8760,7884,0.9,COMPLETE,fixture
730463,Cold Rural Climate Station 6 (demo),2023,8760,7884,0.9,COMPLETE,fixture
730464,Cold Rural Climate Station 7 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
730465,Cold Rural Climate Station 1 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
730466,Cold Rural Climate Station 2 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
730467,Cold Rural Climate Station 3 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
730468,Cold Rural Climate Station 4 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
730469,Cold Rural Climate Station 5 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
730470,Cold Rural Climate Station 6 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
730471,Cold Rural Climate Station 7 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
730472,Cold Rural Climate Station 1 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
730473,Cold Rural Climate Station 2 (demo),2023,8760,8672,0.99,COMPLETE,fixture
730474,Cold Rural Climate Station 3 (demo),2023,8760,8672,0.99,COMPLETE,fixture
730475,Cold Rural Climate Station 4 (demo),2023,8760,8497,0.97,COMPLETE,fixture
730476,Cold Rural Climate Station 5 (demo),2023,8760,8497,0.97,COMPLETE,fixture
730477,Cold Rural Climate Station 6 (demo),2023,8760,8322,0.95,COMPLETE,fixture
730478,Cold Rural Climate Station 7 (demo),2023,8760,8322,0.95,COMPLETE,fixture
730479,Cold Rural Climate Station 1 (demo),2023,8760,8147,0.93,COMPLETE,fixture
730480,Cold Rural Climate Station 2 (demo),2023,8760,8147,0.93,COMPLETE,fixture
730481,Cold Rural Climate Station 3 (demo),2023,8760,7972,0.91,COMPLETE,fixture
730482,Cold Rural Climate Station 4 (demo),2023,8760,7972,0.91,COMPLETE,fixture
730483,Cold Rural Climate Station 5 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
730484,Cold Rural Climate Station 6 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
730485,Cold Rural Climate Station 7 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
730486,Cold Rural Climate Station 1 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
730487,Cold Rural Climate Station 2 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
730488,Cold Rural Climate Station 3 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
730489,Cold Rural Climate Station 4 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
730490,Cold Rural Climate Station 5 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
730491,Cold Rural Climate Station 6 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
730492,Cold Rural Climate Station 7 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
730493,Cold Rural Climate Station 1 (demo),2023,8760,8760,1.0,COMPLETE,fixture
730494,Cold Rural Climate Station 2 (demo),2023,8760,8760,1.0,COMPLETE,fixture
730495,Cold Rural Climate Station 3 (demo),2023,8760,8585,0.98,COMPLETE,fixture
730496,Cold Rural Climate Station 4 (demo),2023,8760,8585,0.98,COMPLETE,fixture
730497,Cold Rural Climate Station 5 (demo),2023,8760,8410,0.96,COMPLETE,fixture
730498,Cold Rural Climate Station 6 (demo),2023,8760,8410,0.96,COMPLETE,fixture
730499,Cold Rural Climate Station 7 (demo),2023,8760,8234,0.94,COMPLETE,fixture
730500,Cold Rural Climate Station 1 (demo),2023,8760,8234,0.94,COMPLETE,fixture
730501,Cold Rural Climate Station 2 (demo),2023,8760,8059,0.92,COMPLETE,fixture
730502,Cold Rural Climate Station 3 (demo),2023,8760,8059,0.92,COMPLETE,fixture
730503,Cold Rural Climate Station 4 (demo),2023,8760,7884,0.9,COMPLETE,fixture
730504,Cold Rural Climate Station 5 (demo),2023,8760,7884,0.9,COMPLETE,fixture
730505,Cold Rural Climate Station 6 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
730506,Cold Rural Climate Station 7 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
730507,Cold Rural Climate Station 1 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
730508,Cold Rural Climate Station 2 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
730509,Cold Rural Climate Station 3 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
730510,Cold Rural Climate Station 4 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
730511,Cold Rural Climate Station 5 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
730512,Cold Rural Climate Station 6 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
730513,Cold Rural Climate Station 7 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
730514,Cold Rural Climate Station 1 (demo),2023,8760,8672,0.99,COMPLETE,fixture
730515,Cold Rural Climate Station 2 (demo),2023,8760,8672,0.99,COMPLETE,fixture
730516,Cold Rural Climate Station 3 (demo),2023,8760,8497,0.97,COMPLETE,fixture
730517,Cold Rural Climate Station 4 (demo),2023,8760,8497,0.97,COMPLETE,fixture
730518,Cold Rural Climate Station 5 (demo),2023,8760,8322,0.95,COMPLETE,fixture
730519,Cold Rural Climate Station 6 (demo),2023,8760,8322,0.95,COMPLETE,fixture
730520,Cold Rural Climate Station 7 (demo),2023,8760,8147,0.93,COMPLETE,fixture
730521,Cold Rural Climate Station 1 (demo),2023,8760,8147,0.93,COMPLETE,fixture
730522,Cold Rural Climate Station 2 (demo),2023,8760,7972,0.91,COMPLETE,fixture
730523,Cold Rural Climate Station 3 (demo),2023,8760,7972,0.91,COMPLETE,fixture
730524,Cold Rural Climate Station 4 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
730525,Cold Rural Climate Station 5 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
730526,Cold Rural Climate Station 6 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
730527,Cold Rural Climate Station 7 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
730528,Cold Rural Climate Station 1 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
730529,Cold Rural Climate Station 2 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
730530,Cold Rural Climate Station 3 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
730531,Cold Rural Climate Station 4 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
730532,Cold Rural Climate Station 5 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
730533,Cold Rural Climate Station 6 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
730534,Cold Rural Climate Station 7 (demo),2023,8760,8760,1.0,COMPLETE,fixture
730535,Cold Rural Climate Station 1 (demo),2023,8760,8760,1.0,COMPLETE,fixture
730536,Cold Rural Climate Station 2 (demo),2023,8760,8585,0.98,COMPLETE,fixture
730537,Cold Rural Climate Station 3 (demo),2023,8760,8585,0.98,COMPLETE,fixture
730538,Cold Rural Climate Station 4 (demo),2023,8760,8410,0.96,COMPLETE,fixture
730539,Cold Rural Climate Station 5 (demo),2023,8760,8410,0.96,COMPLETE,fixture
730540,Cold Rural Climate Station 6 (demo),2023,8760,8234,0.94,COMPLETE,fixture
730541,Cold Rural Climate Station 7 (demo),2023,8760,8234,0.94,COMPLETE,fixture
730542,Cold Rural Climate Station 1 (demo),2023,8760,8059,0.92,COMPLETE,fixture
730543,Cold Rural Climate Station 2 (demo),2023,8760,8059,0.92,COMPLETE,fixture
730544,Cold Rural Climate Station 3 (demo),2023,8760,7884,0.9,COMPLETE,fixture
730545,Cold Rural Climate Station 4 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
730546,Cold Rural Climate Station 5 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
730547,Cold Rural Climate Station 6 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
730548,Cold Rural Climate Station 7 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
730549,Cold Rural Climate Station 1 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
730550,Cold Rural Climate Station 2 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
